ProductKey;ProductLabel;ProductName;ProductDescription;ProductSubcategoryKey;Manufacturer;BrandName;ClassID;ClassName;StyleID;StyleName;ColorID;ColorName;Size;SizeRange;SizeUnitMeasureID;Weight;WeightUnitMeasureID;UnitOfMeasureID;UnitOfMeasureName;StockTypeID;StockTypeName;UnitCost;UnitPrice;AvailableForSaleDate;StopSaleDate;Status;ImageURL;ProductURL;ETLLoadID;LoadDate;UpdateDate
903;"0308161";"SV 40GB USB2.0 Portable Hard Disk E400 Red";"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"2";"Product0308161";"6";"Red";"";"";"";;"";"1";"inches";"2";"Mid";38,74;75,99;15/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
904;"0308162";"SV 40GB USB2.0 Portable Hard Disk E400 Silver";"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"2";"Product0308162";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";38,74;75,99;15/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
908;"0308166";"SV 80GB USB2.0 Portable Hard Disk E500 Silver";"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"3";"Product0308166";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";52;102;15/7/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
909;"0308167";"SV 80GB USB2.0 Portable Hard Disk E500 Blue";"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"4";"Product0308167";"3";"Blue";"";"";"";;"";"1";"inches";"2";"Mid";52;102;15/7/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
910;"0308168";"SV 80GB USB2.0 Portable Hard Disk E500 Yellow";"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0308168";"13";"Yellow";"";"";"";;"";"1";"inches";"2";"Mid";52;102;15/7/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
911;"0308169";"SV 160GB USB2.0 Portable Hard Disk M65 Silver";"Ultra durable160GB USB portable storage";22;"Southridge Video";"Southridge Video";"2";"Regular";"5";"Product0308169";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";44,1;95,9;8/12/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
912;"0308170";"SV 160GB USB2.0 Portable Hard Disk M65 Black";"Ultra durable160GB USB portable storage";22;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0308170";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";44,1;95,9;8/12/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
913;"0308171";"SV 160GB USB2.0 Portable Hard Disk M65 White";"Ultra durable160GB USB portable storage";22;"Southridge Video";"Southridge Video";"2";"Regular";"2";"Product0308171";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";44,1;95,9;8/12/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
914;"0308172";"SV 160GB USB2.0 Portable Hard Disk M65 Grey";"Ultra durable160GB USB portable storage";22;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0308172";"11";"Grey";"";"";"";;"";"1";"inches";"2";"Mid";44,1;95,9;8/12/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
917;"0308175";"SV 500GB USB 2.0 Portable External Hard Drive X405 White";"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space";22;"Southridge Video";"Southridge Video";"3";"Deluxe";"2";"Product0308175";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";59,31;179;11/3/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
918;"0308176";"SV 500GB USB 2.0 Portable External Hard Drive X405 Black";"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space";22;"Southridge Video";"Southridge Video";"3";"Deluxe";"2";"Product0308176";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";59,31;179;11/3/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
920;"0308178";"SV USB Data Cable E600 Black";"A single, standardized and easy way to connect the phone to a computer";22;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0308178";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";0,48;0,95;23/8/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
923;"0308181";"SV USB Sync Charge Cable E700 Blue";"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible";22;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0308181";"3";"Blue";"";"";"";;"";"1";"inches";"2";"Mid";1,01;1,99;15/3/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
927;"0308185";"SV 512MB Laptop memory E800 White";"DDR socket";22;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0308185";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";17,33;33,99;13/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
928;"0308186";"SV 512MB Laptop memory E800 Silver";"DDR socket";22;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0308186";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";17,33;33,99;13/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
931;"0308189";"SV 2GB Laptop memory E800 Silver";"DDR2 socket";22;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0308189";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";28,04;55;13/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
934;"0308192";"SV 4GB Laptop Memory M65 Blue";"Standard SDRAM SODIMM socket";22;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0308192";"3";"Blue";"";"";"";;"";"1";"inches";"2";"Mid";36,33;79;31/5/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
936;"0308194";"SV 4GB Laptop Memory M65 Black";"Standard SDRAM SODIMM socket";22;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0308194";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";36,33;79;31/5/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
940;"0308198";"SV Wireless LAN PCI Network Card Adapter E902 Black";"Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate";22;"Southridge Video";"Southridge Video";"1";"Economy";"4";"Product0308198";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";50,47;99;1/12/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
943;"0308201";"SV PCI Network Adapter E905 Silver";"Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit";22;"Southridge Video";"Southridge Video";"1";"Economy";"4";"Product0308201";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";21,41;41,99;11/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
1300;"0406054";"Contoso Telephoto Conversion Lens M350 Black";"Magnification X2.6, Diameter 45mm";28;"Contoso, Ltd";"Contoso";"2";"Regular";"2";"Product0406054";"2";"Black";"";"";"";;"ounces";"1";"inches";"1";"High";43,69;95;19/9/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
1301;"0406055";"Contoso Telephoto Conversion Lens M350 White";"Magnification X2.6, Diameter 45mm";28;"Contoso, Ltd";"Contoso";"2";"Regular";"2";"Product0406055";"8";"White";"";"";"";;"ounces";"1";"inches";"1";"High";43,69;95;19/9/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
1302;"0406056";"Contoso Telephoto Conversion Lens M350 Silver";"Magnification X2.6, Diameter 45mm";28;"Contoso, Ltd";"Contoso";"2";"Regular";"2";"Product0406056";"7";"Silver";"";"";"";;"ounces";"1";"inches";"1";"High";43,69;95;19/9/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
1311;"0406065";"Contoso Digital Camera/Camcorder USB Cable E324 White";"Spare/replacement cable for USB enabled cyber - shot digital cameras";28;"Contoso, Ltd";"Contoso";"1";"Economy";"3";"Product0406065";"8";"White";"";"";"";;"ounces";"1";"inches";"1";"High";14,28;28;2/5/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
1275;"0406029";"Contoso Digital Cameras Lightweight Tripod E316 Black";"Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees";28;"Contoso, Ltd";"Contoso";"1";"Economy";"4";"Product0406029";"2";"Black";"";"";"";13;"ounces";"1";"inches";"1";"High";26,58;52,13;9/8/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
118;"0201003";"Adventure Works 20"" CRT TV E15 White";"20'' CRT television, built-in ATSC/NTSC tuner, receive digital and analog channels";9;"Adventure Works";"Adventure Works";"1";"Economy";"5";"Product0201003";"8";"White";"";"";"";9,8;"pounds";"1";"inches";"1";"High";86,67;169,99;15/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
120;"0201005";"Adventure Works 13"" Color TV E25 Black";"13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer";9;"Adventure Works";"Adventure Works";"1";"Economy";"3";"Product0201005";"2";"Black";"";"";"";20,1;"pounds";"1";"inches";"1";"High";61,17;119,99;28/6/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
124;"0201009";"Adventure Works 19"" Portable LCD HDTV M110 White";"19'' 720p LCD HDTV, 2 HDMI inputs, PC input for computers";9;"Adventure Works";"Adventure Works";"2";"Regular";"4";"Product0201009";"8";"White";"";"";"";9,6;"pounds";"1";"inches";"1";"High";128,76;279,99;21/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
125;"0201010";"Adventure Works 19"" Color Digital TV E35 Silver";"19'' color TV, ATSC/QAM Tuner";9;"Adventure Works";"Adventure Works";"1";"Economy";"3";"Product0201010";"7";"Silver";"";"";"";7,7;"pounds";"1";"inches";"1";"High";73,11;143,4;12/4/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
126;"0201011";"Adventure Works 19"" Color Digital TV E35 Black";"19'' color TV, ATSC/QAM Tuner";9;"Adventure Works";"Adventure Works";"1";"Economy";"2";"Product0201011";"2";"Black";"";"";"";50;"pounds";"1";"inches";"1";"High";73,11;143,4;12/4/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
127;"0201012";"Adventure Works 19"" Color Digital TV E35 White";"19'' color TV, ATSC/QAM Tuner";9;"Adventure Works";"Adventure Works";"1";"Economy";"3";"Product0201012";"8";"White";"";"";"";54,5;"pounds";"1";"inches";"1";"High";73,11;143,4;12/4/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
129;"0201014";"Adventure Works 20"" Analog CRT TV E45 Silver";"20"" Analog CRT TV, digital comb filter removes blurred edges between colors";9;"Adventure Works";"Adventure Works";"1";"Economy";"2";"Product0201014";"7";"Silver";"";"";"";32,8;"pounds";"1";"inches";"1";"High";101,97;200;21/3/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
130;"0201015";"Adventure Works 20"" Analog CRT TV E45 Black";"20"" Analog CRT TV, digital comb filter removes blurred edges between colors";9;"Adventure Works";"Adventure Works";"1";"Economy";"3";"Product0201015";"2";"Black";"";"";"";21,8;"pounds";"1";"inches";"1";"High";101,97;200;21/3/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
132;"0201017";"Adventure Works 20"" Analog CRT TV E45 Brown";"20"" Analog CRT TV, digital comb filter removes blurred edges between colors";9;"Adventure Works";"Adventure Works";"1";"Economy";"3";"Product0201017";"4";"Brown";"";"";"";20,9;"pounds";"1";"inches";"1";"High";101,97;200;21/3/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
133;"0201018";"Adventure Works 20"" LCD HDTV M120 Silver";"20'' 720p LCD HDTV, HDMI v 1.3 digital inputs";9;"Adventure Works";"Adventure Works";"2";"Regular";"3";"Product0201018";"7";"Silver";"";"";"";18,3;"pounds";"1";"inches";"1";"High";160,93;349,95;3/4/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
136;"0201021";"Adventure Works 20"" LCD HDTV M120 Brown";"20'' 720p LCD HDTV, HDMI v 1.3 digital inputs";9;"Adventure Works";"Adventure Works";"2";"Regular";"2";"Product0201021";"4";"Brown";"";"";"";25,2;"pounds";"1";"inches";"1";"High";160,93;349,95;3/4/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
137;"0201022";"Adventure Works 32"" LCD HDTV M130 Silver";"32'' 720p LCD HDTV, Back-Light Control, Built-In ATSC/NTSC/QAM Digital Tuning";9;"Adventure Works";"Adventure Works";"2";"Regular";"3";"Product0201022";"7";"Silver";"";"";"";57,4;"pounds";"1";"inches";"1";"High";229,93;499,99;30/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
139;"0201024";"Adventure Works 32"" LCD HDTV M130 White";"32'' 720p LCD HDTV, Back-Light Control, Built-In ATSC/NTSC/QAM Digital Tuning";9;"Adventure Works";"Adventure Works";"2";"Regular";"3";"Product0201024";"8";"White";"";"";"";12,3;"pounds";"1";"inches";"1";"High";229,93;499,99;30/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
140;"0201025";"Adventure Works 32"" LCD HDTV M130 Brown";"32'' 720p LCD HDTV, Back-Light Control, Built-In ATSC/NTSC/QAM Digital Tuning";9;"Adventure Works";"Adventure Works";"2";"Regular";"3";"Product0201025";"4";"Brown";"";"";"";49,2;"pounds";"1";"inches";"1";"High";229,93;499,99;30/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
141;"0201026";"Adventure Works 15.6"" LCD TV M130W Silver";"15.6'' Widescreen LCD TV, built-in DVD Player";9;"Adventure Works";"Adventure Works";"2";"Regular";"4";"Product0201026";"7";"Silver";"";"";"";12,3;"pounds";"1";"inches";"1";"High";152,94;299,99;14/2/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
145;"0201030";"Adventure Works 52"" LCD HDTV X590 Silver";"52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs";9;"Adventure Works";"Adventure Works";"3";"Deluxe";"3";"Product0201030";"7";"Silver";"";"";"";22,5;"pounds";"1";"inches";"1";"High";960,82;2899,99;14/4/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
149;"0201034";"Adventure Works 40"" LCD HDTV M690 Silver";"40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors";9;"Adventure Works";"Adventure Works";"2";"Regular";"3";"Product0201034";"7";"Silver";"";"";"";43;"pounds";"1";"inches";"1";"High";392,6;1184,97;3/2/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
151;"0201036";"Adventure Works 40"" LCD HDTV M690 White";"40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors";9;"Adventure Works";"Adventure Works";"2";"Regular";"2";"Product0201036";"8";"White";"";"";"";27;"pounds";"1";"inches";"1";"High";392,6;1184,97;3/2/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
154;"0201039";"Adventure Works 26"" 720p LCD HDTV M140 Black";"26'' 720p LCD HDTV, 720p HD LCD Panel, Theater Wide Picture Modes";9;"Adventure Works";"Adventure Works";"2";"Regular";"2";"Product0201039";"2";"Black";"";"";"";1,3;"pounds";"1";"inches";"1";"High";216,12;469,97;6/6/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
161;"0201046";"Adventure Works 52"" LCD HDTV X790W Silver";"52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel";9;"Adventure Works";"Adventure Works";"3";"Deluxe";"3";"Product0201046";"7";"Silver";"";"";"";11,1;"pounds";"1";"inches";"1";"High";527,53;1592,2;12/5/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
162;"0201047";"Adventure Works 52"" LCD HDTV X790W Black";"52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel";9;"Adventure Works";"Adventure Works";"3";"Deluxe";"2";"Product0201047";"2";"Black";"";"";"";49,2;"pounds";"1";"inches";"1";"High";527,53;1592,2;12/5/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
163;"0201048";"Adventure Works 52"" LCD HDTV X790W White";"52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel";9;"Adventure Works";"Adventure Works";"3";"Deluxe";"2";"Product0201048";"8";"White";"";"";"";10,2;"pounds";"1";"inches";"1";"High";527,53;1592,2;12/5/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
166;"0202001";"SV 16xDVD M300 Black";"Type:  16xDVD Playback, platform: Contoso 360.";10;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0202001";"2";"Black";"";"";"";7;"pounds";"1";"inches";"1";"High";54,72;119;2/7/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
167;"0202002";"SV 8xDVD E100 Black";"Type:  8xDVD Playback. Type Storage media-DVD-RAM. DVD-R/DVD-RAM purpose for video Native Capacity 9.4 GB";10;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0202002";"2";"Black";"";"";"";8;"pounds";"1";"inches";"1";"High";35,18;69;18/11/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
169;"0202004";"SV 16xDVD M320 Black";"Type: 16xDVD Playback. Plays DVD, DVD-R/RW, DVD+R/RW, CD, CD-R/RW, MP3, WMA";10;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0202004";"2";"Black";"";"";"";6,4;"pounds";"1";"inches";"1";"High";54,72;119;31/5/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
171;"0202006";"SV 16xDVD E340 Black";"Plays DVD Video, DVD+R/RW, DVD-R/RW, CD-R/RW and Audio CD, LED indicator";10;"Southridge Video";"Southridge Video";"1";"Economy";"3";"Product0202006";"2";"Black";"";"";"";6,9;"pounds";"1";"inches";"1";"High";45,53;99;26/12/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
174;"0202009";"SV 22xDVD M600 Black";"Type: 22xDVD Playback. Network and Internet remote viewing with optional broadband router";10;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0202009";"2";"Black";"";"";"";6,6;"pounds";"1";"inches";"1";"High";43,04;129,9;15/5/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
179;"0202014";"SV 16xDVD M300 Silver";"Type:  16xDVD Playback, platform: Contoso 360.";10;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0202014";"7";"Silver";"";"";"";7,4;"pounds";"1";"inches";"1";"High";54,72;119;2/7/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
180;"0202015";"SV 8xDVD E100 Silver";"Type:  8xDVD Playback, type Storage media - DVD-RAM. DVD-R/DVD-RAM purpose for video, native capacity 9.4 GB";10;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0202015";"7";"Silver";"";"";"";8;"pounds";"1";"inches";"1";"High";35,18;69;18/11/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
182;"0202017";"SV 16xDVD M320 Silver";"Type:  16xDVD Playback. Plays DVD, DVD-R/RW, DVD+R/RW, CD, CD-R/RW, MP3, WMA";10;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0202017";"7";"Silver";"";"";"";6,2;"pounds";"1";"inches";"1";"High";54,72;119;31/5/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
184;"0202019";"SV 16xDVD E340 Silver";"Plays DVD Video, DVD+R/RW, DVD-R/RW, CD-R/RW and Audio CD, LED indicator";10;"Southridge Video";"Southridge Video";"1";"Economy";"3";"Product0202019";"7";"Silver";"";"";"";6,9;"pounds";"1";"inches";"1";"High";45,53;99;26/12/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
187;"0202022";"SV 22xDVD M600 Silver";"Type: 22xDVD Playback, network and Internet remote viewing with optional broadband router";10;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0202022";"7";"Silver";"";"";"";6,6;"pounds";"1";"inches";"1";"High";43,04;129,9;15/5/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
293;"0205002";"SV Car Video LCD7W M7081 Black";"7"" 16:9 wide motorized touch screen active matrix LCD";13;"Southridge Video";"Southridge Video";"2";"Regular";"5";"Product0205002";"2";"Black";"";"";"";4,5;"pounds";"1";"inches";"1";"High";229,47;499;5/4/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
295;"0205004";"SV Car Video TFT6.2W E6280 Black";"6.2"" touch screen TFT widescreen active matrix display. 80W x 4 max power output";13;"Southridge Video";"Southridge Video";"1";"Economy";"5";"Product0205004";"2";"Black";"";"";"";3,5;"pounds";"1";"inches";"3";"Low";142,24;279;9/5/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
296;"0205005";"SV Car Video TFT6.2W E6281 Black";"6.2"" touch screen TFT widescreen active matrix display";13;"Southridge Video";"Southridge Video";"1";"Economy";"4";"Product0205005";"2";"Black";"";"";"";3;"pounds";"1";"inches";"3";"Low";132,05;259;8/9/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
297;"0205006";"SV Car Video TFT6.2W E6282 Black";"6.2"" touch screen TFT widescreen active matrix display. 80W x 2 max power output";13;"Southridge Video";"Southridge Video";"1";"Economy";"3";"Product0205006";"2";"Black";"";"";"";8;"pounds";"1";"inches";"3";"Low";137,14;269;7/5/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
299;"0205008";"SV Car Video AM/FM E1000 Black";"Plays AM/FM/MP3/WMA and MP4";13;"Southridge Video";"Southridge Video";"1";"Economy";"2";"Product0205008";"2";"Black";"";"";"";4,5;"pounds";"1";"inches";"3";"Low";101,46;199;2/1/2004 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
301;"0205010";"SV Car Video TFT7 M7002 Black";"Contains a pair of car-seat headrests with two 7"" TFT monitor, Mp3/mp4 player";13;"Southridge Video";"Southridge Video";"2";"Regular";"2";"Product0205010";"2";"Black";"";"";"";3,5;"pounds";"1";"inches";"3";"Low";162,64;319;4/1/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
303;"0205012";"SV Car Video LCD9.2W X9281 Black";"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio";13;"Southridge Video";"Southridge Video";"3";"Deluxe";"4";"Product0205012";"2";"Black";"";"";"";4,5;"pounds";"1";"inches";"3";"Low";287,92;869;22/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
305;"0205014";"SV Car Video LCD7 M7001 Black";"7"" 16:9 motorized touch screen active matrix LCD";13;"Southridge Video";"Southridge Video";"2";"Regular";"2";"Product0205014";"2";"Black";"";"";"";4,2;"pounds";"1";"inches";"3";"Low";151,3;329;9/5/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
306;"0205015";"SV Car Video LCD7 M7002 Black";"7"" 16:9 motorized touch screen active matrix LCD. 1152 X 234 pixel resolutions";13;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0205015";"2";"Black";"";"";"";4,9;"pounds";"1";"inches";"3";"Low";169,69;369;10/5/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
308;"0205017";"SV Car Video LCD7W M7080 Silver";"7"" 16:9 wide motorized touch screen active matrix LCD, remote control";13;"Southridge Video";"Southridge Video";"2";"Regular";"2";"Product0205017";"7";"Silver";"";"";"";3,5;"pounds";"1";"inches";"3";"Low";229,93;500;11/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
309;"0205018";"SV Car Video LCD7W M7081 Silver";"7"" 16:9 wide motorized touch screen active matrix LCD";13;"Southridge Video";"Southridge Video";"2";"Regular";"3";"Product0205018";"7";"Silver";"";"";"";5,5;"pounds";"1";"inches";"3";"Low";229,47;499;5/4/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
312;"0205021";"SV Car Video TFT6.2W E6281 Silver";"6.2"" touch screen TFT widescreen active matrix display";13;"Southridge Video";"Southridge Video";"1";"Economy";"2";"Product0205021";"7";"Silver";"";"";"";4,2;"pounds";"1";"inches";"3";"Low";132,05;259;8/9/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
313;"0205022";"SV Car Video TFT6.2W E6282 Silver";"6.2"" touch screen TFT widescreen active matrix display. 80W x 2 max power output";13;"Southridge Video";"Southridge Video";"1";"Economy";"3";"Product0205022";"7";"Silver";"";"";"";5;"pounds";"1";"inches";"3";"Low";137,14;269;7/5/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
315;"0205024";"SV Car Video AM/FM E1000 Silver";"Plays AM/FM/MP3/WMA and MP4";13;"Southridge Video";"Southridge Video";"1";"Economy";"2";"Product0205024";"7";"Silver";"";"";"";5,5;"pounds";"1";"inches";"3";"Low";101,46;199;2/1/2004 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
316;"0205025";"SV Car Video AM/FM E1001 Silver";"Plays AM/FM/MP3/WMA and MP4, USB and SD"" card reader";13;"Southridge Video";"Southridge Video";"1";"Economy";"3";"Product0205025";"7";"Silver";"";"";"";6;"pounds";"1";"inches";"3";"Low";111,65;219;3/1/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
