ProductKey;Product Name;ProductSubcategoryKey;Manufacturer;Brand;Color;Unit Cost;Unit Price;Available Date
2121;Contoso Coffee Maker 4C E0800 Black;45;Contoso, Ltd;Contoso;Black;$66,23;$129,90;9/3/2004
2488;Contoso Rubberized Skin BlackBerry E100 Black;33;Contoso, Ltd;Contoso;Black;$7,64;$14,99;2/11/2004
2491;Cigarette Lighter Adapter for Contoso Phones E110 Black;33;Contoso, Ltd;Contoso;Black;$12,74;$24,99;28/6/2006
2495;Headphone Adapter for Contoso Phone E130 Black;33;Contoso, Ltd;Contoso;Black;$5,09;$9,99;6/5/2008
2498;Contoso Phone Tough Skin Case E140 Black;33;Contoso, Ltd;Contoso;Black;$12,09;$23,72;13/4/2009
2502;Contoso Touch Stylus Pen E150 Black;33;Contoso, Ltd;Contoso;Black;$5,09;$9,99;24/6/2007
2509;Contoso Original K1m Li-Ion Standard Battery E170 Black;33;Contoso, Ltd;Contoso;Black;$2,07;$4,06;5/4/2007
2512;Contoso Bluetooth Active Headphones L15 Black;33;Contoso, Ltd;Contoso;Black;$43,07;$129,99;2/1/2009
2516;Contoso In-Line Coupler E180 Black;33;Contoso, Ltd;Contoso;Black;$1,71;$3,35;28/7/2006
51;WWI 2GB Pulse Smart pen M100 Blue;4;Wide World Importers;Wide World Importers;Blue;$91,95;$199,95;2/3/2007
63;WWI 2GB Spy Video Recorder Pen M300 Blue;4;Wide World Importers;Wide World Importers;Blue;$83,24;$181,00;11/2/2009
66;NT Bluetooth Stereo Headphones E52 Blue;6;Northwind Traders;Northwind Traders;Blue;$13,10;$25,69;1/4/2005
72;NT Wireless Bluetooth Stereo Headphones E102 Blue;6;Northwind Traders;Northwind Traders;Blue;$22,05;$47,95;12/2/2007
89;NT Wireless Transmitter and Bluetooth Headphones M150 Blue;6;Northwind Traders;Northwind Traders;Blue;$49,69;$149,99;17/8/2008
93;WWI Stereo Bluetooth Headphones E1000 Blue;6;Wide World Importers;Wide World Importers;Blue;$34,36;$67,40;3/3/2007
110;WWI Stereo Bluetooth Headphones New Generation M370 Blue;6;Wide World Importers;Wide World Importers;Blue;$61,16;$132,99;2/4/2009
112;WWI Wireless Transmitter and Bluetooth Headphones X250 Blue;6;Wide World Importers;Wide World Importers;Blue;$82,83;$249,99;17/6/2008
386;Adventure Works Laptop19W X1980 Blue;15;Adventure Works;Adventure Works;Blue;$430,38;$1.299,00;9/2/2006
387;Adventure Works Laptop15 M1501 Blue;15;Adventure Works;Adventure Works;Blue;$321,44;$699,00;8/1/2006
388;Adventure Works Laptop12 M1201 Blue;15;Adventure Works;Adventure Works;Blue;$195,24;$382,95;8/6/2005
389;Adventure Works Laptop16 M1601 Blue;15;Adventure Works;Adventure Works;Blue;$275,46;$599,00;9/2/2006
402;WWI Laptop19W X0196 Blue;15;Wide World Importers;Wide World Importers;Blue;$430,38;$1.299,00;9/4/2007
403;WWI Laptop15 M0150 Blue;15;Wide World Importers;Wide World Importers;Blue;$321,44;$699,00;2/2/2007
905;SV 40GB USB2.0 Portable Hard Disk E400 Blue;22;Southridge Video;Southridge Video;Blue;$38,74;$75,99;15/3/2006
909;SV 80GB USB2.0 Portable Hard Disk E500 Blue;22;Southridge Video;Southridge Video;Blue;$52,00;$102,00;15/7/2005
916;SV 500GB USB 2.0 Portable External Hard Drive X405 Blue;22;Southridge Video;Southridge Video;Blue;$59,31;$179,00;11/3/2009
923;SV USB Sync Charge Cable E700 Blue;22;Southridge Video;Southridge Video;Blue;$1,01;$1,99;15/3/2008
934;SV 4GB Laptop Memory M65 Blue;22;Southridge Video;Southridge Video;Blue;$36,33;$79,00;31/5/2007
1068;A. Datum SLR Camera X141 Blue;24;A. Datum Corporation;A. Datum;Blue;$141,47;$427,00;2/11/2008
1069;"A. Datum SLR Camera 35"" X358 Blue";24;A. Datum Corporation;A. Datum;Blue;$194,82;$588,00;5/5/2005
1070;A. Datum SLR Camera M141 Blue;24;A. Datum Corporation;A. Datum;Blue;$143,48;$312,00;31/3/2007
1071;"A. Datum SLR Camera 35"" M358 Blue";24;A. Datum Corporation;A. Datum;Blue;$155,43;$338,00;8/8/2006
1132;Fabrikam SLR Camera X149 Blue;24;Fabrikam, Inc.;Fabrikam;Blue;$207,74;$627,00;30/7/2005
1133;"Fabrikam SLR Camera 35"" X358 Blue";24;Fabrikam, Inc.;Fabrikam;Blue;$144,52;$436,20;16/5/2006
1134;Fabrikam SLR Camera M149 Blue;24;Fabrikam, Inc.;Fabrikam;Blue;$146,70;$319,00;2/11/2008
1135;"Fabrikam SLR Camera 35"" M358 Blue";24;Fabrikam, Inc.;Fabrikam;Blue;$150,84;$328,00;5/5/2005
1144;"Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$275,92;$600,00;16/4/2007
1146;"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$291,09;$633,00;18/4/2007
1152;"Fabrikam Trendsetter 1"" 25mm X400 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$331,32;$1.000,00;3/1/2007
1154;"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$330,66;$998,00;5/1/2007
1159;"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$503,61;$1.520,00;16/7/2007
1160;"Fabrikam Business Videographer 1"" 25mm M600 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$409,28;$890,00;16/4/2007
1219;"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$305,81;$665,00;30/11/2007
1228;"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$536,74;$1.620,00;12/1/2007
1230;"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$506,92;$1.530,00;6/7/2007
1233;"Fabrikam Business Videographer 1/2"" 3mm M500 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$403,76;$878,00;1/12/2008
1234;"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$393,64;$856,00;7/7/2007
1235;"Fabrikam Business Videographer 2/3"" 17mm M280 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$385,37;$838,00;24/2/2007
1236;"Fabrikam Social Videographer 1"" 25mm E400 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$95,85;$188,00;19/5/2007
1237;"Fabrikam Social Videographer 1/2"" 3mm E300 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$90,75;$178,00;8/5/2007
1238;"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$85,65;$168,00;8/3/2007
1239;"Fabrikam Social Videographer 2/3"" 17mm E100 Blue";27;Fabrikam, Inc.;Fabrikam;Blue;$80,55;$158,00;1/8/2007
1599;SV DVD External DVD Burner M200 Blue;35;Southridge Video;Southridge Video;Blue;$26,62;$57,88;2/6/2008
1709;MGS Gears of War M170;39;Tailspin Toys;Tailspin Toys;Blue;$32,25;$70,13;9/5/2005
1718;MGS Zoo Tycoon 2: Zookeeper Collection M260;39;Tailspin Toys;Tailspin Toys;Blue;$32,25;$70,13;8/5/2006
1728;MGS Age of Mythology: Gold Edition M310;39;Tailspin Toys;Tailspin Toys;Blue;$36,70;$79,80;4/1/2005
1729;MGS Rise of Nations: Thrones and Patriots M320;39;Tailspin Toys;Tailspin Toys;Blue;$35,72;$77,68;2/1/2009
1730;MGS Dungeon Siege: Legends of Aranna M330;39;Tailspin Toys;Tailspin Toys;Blue;$35,72;$77,68;11/5/2006
1734;MGS Zoo Tycoon Complete Collection E110;39;Tailspin Toys;Tailspin Toys;Blue;$14,28;$28,00;3/1/2005
1738;MGS Impossible Creatures E114;39;Tailspin Toys;Tailspin Toys;Blue;$14,28;$28,00;2/1/2009
1741;MGS MechWarrior 4: Mercenaries E117;39;Tailspin Toys;Tailspin Toys;Blue;$14,28;$28,00;4/5/2004
1743;MGS Combat Flight Simulator 3 E119;39;Tailspin Toys;Tailspin Toys;Blue;$14,28;$28,00;3/1/2005
1745;MGS MechWarrior 4 Mach Packs X100;39;Tailspin Toys;Tailspin Toys;Blue;$36,11;$109,00;8/5/2006
1747;MGS Dungeon Siege X300;39;Tailspin Toys;Tailspin Toys;Blue;$36,11;$109,00;8/5/2006
1754;MGS Zoo Tycoon M380;39;Tailspin Toys;Tailspin Toys;Blue;$40,93;$89,00;4/1/2005
1760;MGS Return of Arcade Anniversary Edition M390;39;Tailspin Toys;Tailspin Toys;Blue;$43,60;$94,80;4/1/2005
1764;MGS Age of Empires II: The Age of Kings E126;39;Tailspin Toys;Tailspin Toys;Blue;$23,86;$46,80;2/1/2009
1765;MGS Age of Empires Expansion: The Rise of Rome X900;39;Tailspin Toys;Tailspin Toys;Blue;$198,39;$598,80;2/1/2009
1772;MGS Flight Simulator X Acceleration Expansion Pack 2009 E128;39;Tailspin Toys;Tailspin Toys;Blue;$17,33;$34,00;8/2/2005
1779;MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135;39;Tailspin Toys;Tailspin Toys;Blue;$21,92;$43,00;9/3/2008
1780;MGS Zoo Tycoon 2: African Adventure 2008 E136;39;Tailspin Toys;Tailspin Toys;Blue;$21,92;$43,00;8/2/2005
1803;MGS Combat Flight Simulator 2009 E159;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/3/2006
1804;MGS Zoo Tycoon Marine Mania 2009 E160;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/2/2006
1806;MGS Zoo Tycoon Dinosaur Digs2009 E162;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/2/2005
1809;MGS Bicycle Board Games2009 E165;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;9/2/2006
1810;MGS Bicycle Card Games2009 E166;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;9/8/2007
1811;MGS Bicycle Casino Games2009 E167;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;9/2/2008
1812;MGS Flight Simulator 2009 E168;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;9/1/2009
1813;MGS Racing Madness 2009 E169;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;9/3/2008
1814;MGS Zoo Tycoon2009 E170;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/2/2005
1815;MGS MechWarrior 4:Knight2009 E171;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;2/1/2009
1816;MGS Age of Empires II Gold Edition2009 E172;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;4/1/2007
1817;MGS MechCommander 2009 E173;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;5/1/2005
1818;MGS Train Simulator 2009 E174;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/3/2006
1819;MGS MechWarrior 4: Vengeance 2009 E175;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;9/2/2005
1820;MGS Return of Arcade Anniversary Edition 2009 E176;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/2/2006
1821;MGS Combat Flight Simulator 2009 E177;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;4/1/2005
1822;MGS Age of Empires II: The Conquerors Expansion 2009 E178;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/2/2005
1823;MGS Flight Simulator 2009 E179;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;2/1/2009
1824;MGS Age of Empires II: The Age of Kings 2009 E180;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;4/1/2007
1825;MGS Age of Empires Expansion: The Rise of Rome 2009 E181;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;5/1/2005
1826;MGS Age of Empires, 2009 E182;39;Tailspin Toys;Tailspin Toys;Blue;$16,31;$32,00;8/3/2006
1837;Litware Washer & Dryer 27in L420 Blue;41;Litware, Inc.;Litware;Blue;$878,66;$2.652,00;9/2/2009
1838;Litware Washer & Dryer 25.5in M350 Blue;41;Litware, Inc.;Litware;Blue;$914,67;$1.989,00;8/3/2008
1839;Litware Washer & Dryer 24in M260 Blue;41;Litware, Inc.;Litware;Blue;$836,03;$1.818,00;6/2/2007
1840;Litware Washer & Dryer 21in E214 Blue;41;Litware, Inc.;Litware;Blue;$815,22;$1.599,00;2/1/2006
1841;Litware Washer & Dryer 15.5in E150 Blue;41;Litware, Inc.;Litware;Blue;$509,32;$999,00;1/2/2005
1857;NT Washer & Dryer 27in L2700 Blue;41;Northwind Traders;Northwind Traders;Blue;$878,96;$2.652,90;23/6/2005
1858;NT Washer & Dryer 25.5in M2550 Blue;41;Northwind Traders;Northwind Traders;Blue;$915,08;$1.989,90;8/3/2008
1859;NT Washer & Dryer 24in M2400 Blue;41;Northwind Traders;Northwind Traders;Blue;$836,45;$1.818,90;6/2/2007
1860;NT Washer & Dryer 21in E2100 Blue;41;Northwind Traders;Northwind Traders;Blue;$815,68;$1.599,90;2/1/2006
1861;NT Washer & Dryer 15.5in E1550 Blue;41;Northwind Traders;Northwind Traders;Blue;$509,78;$999,90;1/2/2005
1921;Fabrikam Refrigerator 24.7CuFt X9800 Blue;42;Fabrikam, Inc.;Fabrikam;Blue;$1.060,22;$3.199,99;4/3/2009
1922;Fabrikam Refrigerator 19CuFt M7600 Blue;42;Fabrikam, Inc.;Fabrikam;Blue;$413,42;$899,00;6/3/2008
1923;Fabrikam Refrigerator 9.7CuFt M5600 Blue;42;Fabrikam, Inc.;Fabrikam;Blue;$226,71;$493,00;8/3/2007
1924;Fabrikam Refrigerator 4.6CuFt E2800 Blue;42;Fabrikam, Inc.;Fabrikam;Blue;$152,94;$299,99;9/2/2006
1925;Fabrikam Refrigerator 3.2CuFt E1600 Blue;42;Fabrikam, Inc.;Fabrikam;Blue;$142,75;$279,99;8/3/2005
1926;Fabrikam Refrigerator 1.7CuFt E1200 Blue;42;Fabrikam, Inc.;Fabrikam;Blue;$66,27;$129,99;6/2/2004
1963;Litware Refrigerator 24.7CuFt X980 Blue;42;Litware, Inc.;Litware;Blue;$1.060,22;$3.199,99;1/8/2007
1964;Litware Refrigerator 19CuFt M760 Blue;42;Litware, Inc.;Litware;Blue;$413,42;$899,00;6/3/2008
1965;Litware Refrigerator 9.7CuFt M560 Blue;42;Litware, Inc.;Litware;Blue;$226,71;$493,00;8/3/2007
1966;Litware Refrigerator 4.6CuFt E280 Blue;42;Litware, Inc.;Litware;Blue;$152,94;$299,99;9/2/2006
1967;Litware Refrigerator 3.2CuFt E160 Blue;42;Litware, Inc.;Litware;Blue;$142,75;$279,99;8/3/2005
1968;Litware Refrigerator 1.7CuFt E120 Blue;42;Litware, Inc.;Litware;Blue;$66,27;$129,99;6/2/2004
2013;Fabrikam Microwave 1.5CuFt X1100 Blue;43;Fabrikam, Inc.;Fabrikam;Blue;$220,64;$665,94;2/1/2009
2014;Fabrikam Microwave 2.2CuFt M1250 Blue;43;Fabrikam, Inc.;Fabrikam;Blue;$91,97;$199,99;4/1/2008
2015;Fabrikam Microwave 1.6CuFt M1250 Blue;43;Fabrikam, Inc.;Fabrikam;Blue;$82,77;$179,99;5/1/2007
2016;Fabrikam Microwave 1.0CuFt E1100 Blue;43;Fabrikam, Inc.;Fabrikam;Blue;$71,37;$139,99;8/3/2006
2017;Fabrikam Microwave 0.9CuFt E0900 Blue;43;Fabrikam, Inc.;Fabrikam;Blue;$50,98;$99,99;9/2/2005
2018;Fabrikam Microwave 0.8CuFt E0800 Blue;43;Fabrikam, Inc.;Fabrikam;Blue;$48,43;$94,99;8/2/2004
2049;Litware Microwave 1.5CuFt X110 Blue;43;Litware, Inc.;Litware;Blue;$220,64;$665,94;17/7/2006
2050;Litware Microwave 2.2CuFt M125 Blue;43;Litware, Inc.;Litware;Blue;$91,97;$199,99;4/1/2008
2051;Litware Microwave 1.6CuFt M125 Blue;43;Litware, Inc.;Litware;Blue;$82,77;$179,99;5/1/2007
2052;Litware Microwave 1.0CuFt E110 Blue;43;Litware, Inc.;Litware;Blue;$71,37;$139,99;8/3/2006
2053;Litware Microwave 0.9CuFt E090 Blue;43;Litware, Inc.;Litware;Blue;$50,98;$99,99;9/2/2005
2054;Litware Microwave 0.8CuFt E080 Blue;43;Litware, Inc.;Litware;Blue;$48,43;$94,99;8/2/2004
2222;Adventure Works Floor Lamp X1150 Blue;46;Adventure Works;Adventure Works;Blue;$210,72;$635,99;7/11/2005
2223;Adventure Works Floor Lamp M2150 Blue;46;Adventure Works;Adventure Works;Blue;$155,89;$339,00;4/1/2008
2224;Adventure Works Chandelier M8150 Blue;46;Adventure Works;Adventure Works;Blue;$123,47;$268,50;5/1/2008
2225;Adventure Works Chandelier M6150 Blue;46;Adventure Works;Adventure Works;Blue;$105,76;$229,99;8/3/2007
2226;Adventure Works Wall Lamp E2150 Blue;46;Adventure Works;Adventure Works;Blue;$61,17;$119,99;9/2/2007
2227;Adventure Works Wall Lamp E3150 Blue;46;Adventure Works;Adventure Works;Blue;$52,00;$101,99;9/3/2006
2228;Adventure Works Desk Lamp E1300 Blue;46;Adventure Works;Adventure Works;Blue;$40,76;$79,95;4/5/2005
2229;Adventure Works Desk Lamp E1200 Blue;46;Adventure Works;Adventure Works;Blue;$15,29;$29,99;8/6/2004
2262;WWI Floor Lamp X115 Blue;46;Wide World Importers;Wide World Importers;Blue;$210,72;$635,99;1/5/2006
2263;WWI Floor Lamp M215 Blue;46;Wide World Importers;Wide World Importers;Blue;$155,89;$339,00;4/1/2008
2264;WWI Chandelier M815 Blue;46;Wide World Importers;Wide World Importers;Blue;$123,47;$268,50;5/1/2008
2265;WWI Chandelier M615 Blue;46;Wide World Importers;Wide World Importers;Blue;$105,76;$229,99;8/3/2007
2266;WWI Wall Lamp E215 Blue;46;Wide World Importers;Wide World Importers;Blue;$61,17;$119,99;9/2/2007
2267;WWI Wall Lamp E315 Blue;46;Wide World Importers;Wide World Importers;Blue;$52,00;$101,99;9/3/2006
2268;WWI Desk Lamp E130 Blue;46;Wide World Importers;Wide World Importers;Blue;$40,76;$79,95;4/5/2005
2269;WWI Desk Lamp E120 Blue;46;Wide World Importers;Wide World Importers;Blue;$15,29;$29,99;8/6/2004
2302;Proseware Floor Lamp X0115 Blue;46;Proseware, Inc.;Proseware;Blue;$210,72;$635,99;7/8/2007
2303;Proseware Floor Lamp M0215 Blue;46;Proseware, Inc.;Proseware;Blue;$155,89;$339,00;4/1/2008
2304;Proseware Chandelier M0815 Blue;46;Proseware, Inc.;Proseware;Blue;$123,47;$268,50;5/1/2008
2305;Proseware Chandelier M0615 Blue;46;Proseware, Inc.;Proseware;Blue;$105,76;$229,99;8/3/2007
2306;Proseware Wall Lamp E0215 Blue;46;Proseware, Inc.;Proseware;Blue;$61,17;$119,99;9/2/2007
2307;Proseware Wall Lamp E0315 Blue;46;Proseware, Inc.;Proseware;Blue;$52,00;$101,99;9/3/2006
2308;Proseware Desk Lamp E0130 Blue;46;Proseware, Inc.;Proseware;Blue;$40,76;$79,95;4/5/2005
2309;Proseware Desk Lamp E0120 Blue;46;Proseware, Inc.;Proseware;Blue;$15,29;$29,99;8/6/2004
2342;Litware Floor Lamp X1015 Blue;46;Litware, Inc.;Litware;Blue;$210,72;$635,99;7/7/2008
2343;Litware Floor Lamp M2015 Blue;46;Litware, Inc.;Litware;Blue;$155,89;$339,00;4/1/2008
2344;Litware Chandelier M8015 Blue;46;Litware, Inc.;Litware;Blue;$123,47;$268,50;5/1/2008
2345;Litware Chandelier M6015 Blue;46;Litware, Inc.;Litware;Blue;$105,76;$229,99;8/3/2007
2346;Litware Wall Lamp E2015 Blue;46;Litware, Inc.;Litware;Blue;$61,17;$119,99;9/2/2007
2347;Litware Wall Lamp E3015 Blue;46;Litware, Inc.;Litware;Blue;$52,00;$101,99;9/3/2006
2419;Litware 20'' Box Fan E401 Blue;48;Litware, Inc.;Litware;Blue;$13,25;$25,99;23/1/2008
2441;Litware 120mm Blue LED Case Fan E901 blue;48;Litware, Inc.;Litware;Blue;$5,09;$9,99;3/2/2006
2462;Litware 180 CFM Vertical Discharge Fan X450 Blue;48;Litware, Inc.;Litware;Blue;$71,44;$215,62;2/5/2009
2465;Litware USB Durable Desk Soft Fan E1401 Blue;48;Litware, Inc.;Litware;Blue;$15,29;$30,00;7/2/2005
2469;Litware 80mm LED Dual PCI Slot Fan E1501 Blue;48;Litware, Inc.;Litware;Blue;$15,80;$30,99;9/2/2006
2478;Litware 17'' Oscillating Pedestal Fan M125 Blue;48;Litware, Inc.;Litware;Blue;$96,57;$210,00;12/11/2008
2482;Litware 18'' Oscillating Pedestal Fan M135 Blue;48;Litware, Inc.;Litware;Blue;$160,95;$350,00;12/3/2009
2486;Litware 18'' Oscillating Pedestal Fan M145 Blue;48;Litware, Inc.;Litware;Blue;$183,95;$400,00;9/9/2007
54;WWI 4GB Video Recording Pen X200 Red;4;Wide World Importers;Wide World Importers;Red;$98,07;$296,00;7/6/2008
55;WWI 4GB Video Recording Pen X200 Pink;4;Wide World Importers;Wide World Importers;Pink;$98,07;$296,00;7/6/2008
56;WWI 4GB Video Recording Pen X200 Yellow;4;Wide World Importers;Wide World Importers;Yellow;$98,07;$296,00;7/6/2008
58;WWI 1GB Digital Voice Recorder Pen E100 Red;4;Wide World Importers;Wide World Importers;Red;$79,53;$156,00;21/1/2008
59;WWI 1GB Digital Voice Recorder Pen E100 Pink;4;Wide World Importers;Wide World Importers;Pink;$79,53;$156,00;21/1/2008
65;WWI 2GB Spy Video Recorder Pen M300 Purple;4;Wide World Importers;Wide World Importers;Purple;$83,24;$181,00;11/2/2009
68;NT Bluetooth Stereo Headphones E52 Yellow;6;Northwind Traders;Northwind Traders;Yellow;$13,10;$25,69;1/4/2005
69;NT Bluetooth Stereo Headphones E52 Pink;6;Northwind Traders;Northwind Traders;Pink;$13,10;$25,69;1/4/2005
76;NT Bluetooth Active Headphones E202 Red;6;Northwind Traders;Northwind Traders;Red;$17,45;$37,95;14/5/2007
80;NT Wireless Bluetooth Stereo Headphones E302 Yellow;6;Northwind Traders;Northwind Traders;Yellow;$18,65;$40,55;19/7/2007
82;NT Wireless Bluetooth Stereo Headphones E302 Pink;6;Northwind Traders;Northwind Traders;Pink;$18,65;$40,55;19/7/2007
84;NT Wireless Bluetooth Stereo Headphones M402 Red;6;Northwind Traders;Northwind Traders;Red;$45,98;$99,99;5/6/2008
85;NT Wireless Bluetooth Stereo Headphones M402 Green;6;Northwind Traders;Northwind Traders;Green;$45,98;$99,99;5/6/2008
87;NT Wireless Bluetooth Stereo Headphones M402 Purple;6;Northwind Traders;Northwind Traders;Purple;$45,98;$99,99;5/6/2008
91;NT Wireless Transmitter and Bluetooth Headphones M150 Green;6;Northwind Traders;Northwind Traders;Green;$49,69;$149,99;17/8/2008
92;NT Wireless Transmitter and Bluetooth Headphones M150 Red;6;Northwind Traders;Northwind Traders;Red;$49,69;$149,99;17/8/2008
97;WWI Stereo Bluetooth Headphones E1000 Green;6;Wide World Importers;Wide World Importers;Green;$34,36;$67,40;3/3/2007
101;WWI Wireless Bluetooth Stereo Headphones M170 Pink;6;Wide World Importers;Wide World Importers;Pink;$55,18;$120,00;28/1/2009
105;WWI Wireless Bluetooth Stereo Headphones M270 Pink;6;Wide World Importers;Wide World Importers;Pink;$52,88;$115,00;19/7/2008
108;WWI Stereo Bluetooth Headphones New Generation M370 Yellow;6;Wide World Importers;Wide World Importers;Yellow;$61,16;$132,99;2/4/2009
109;WWI Stereo Bluetooth Headphones New Generation M370 Orange;6;Wide World Importers;Wide World Importers;Orange;$61,16;$132,99;2/4/2009
114;WWI Wireless Transmitter and Bluetooth Headphones X250 Red;6;Wide World Importers;Wide World Importers;Red;$82,83;$249,99;17/6/2008
128;"Adventure Works 19"" Color Digital TV E35 Brown";9;Adventure Works;Adventure Works;Brown;$73,11;$143,40;12/4/2006
132;"Adventure Works 20"" Analog CRT TV E45 Brown";9;Adventure Works;Adventure Works;Brown;$101,97;$200,00;21/3/2007
136;"Adventure Works 20"" LCD HDTV M120 Brown";9;Adventure Works;Adventure Works;Brown;$160,93;$349,95;3/4/2007
140;"Adventure Works 32"" LCD HDTV M130 Brown";9;Adventure Works;Adventure Works;Brown;$229,93;$499,99;30/1/2008
144;"Adventure Works 15.6"" LCD TV M130W Brown";9;Adventure Works;Adventure Works;Brown;$152,94;$299,99;14/2/2008
148;"Adventure Works 52"" LCD HDTV X590 Brown";9;Adventure Works;Adventure Works;Brown;$960,82;$2.899,99;14/4/2009
152;"Adventure Works 40"" LCD HDTV M690 Brown";9;Adventure Works;Adventure Works;Brown;$392,60;$1.184,97;3/2/2008
156;"Adventure Works 26"" 720p LCD HDTV M140 Brown";9;Adventure Works;Adventure Works;Brown;$216,12;$469,97;6/6/2006
160;"Adventure Works 37"" 1080p LCD HDTV M150W Brown";9;Adventure Works;Adventure Works;Brown;$505,85;$1.099,99;25/1/2009
164;"Adventure Works 52"" LCD HDTV X790W Brown";9;Adventure Works;Adventure Works;Brown;$527,53;$1.592,20;12/5/2008
324;SV Car Video LCD7W M7080 Brown;13;Southridge Video;Southridge Video;Brown;$229,93;$500,00;11/2/2006
325;SV Car Video LCD7W M7081 Brown;13;Southridge Video;Southridge Video;Brown;$229,47;$499,00;5/4/2006
326;SV Car Video TFT7 M7000 Brown;13;Southridge Video;Southridge Video;Brown;$152,44;$299,00;8/5/2005
327;SV Car Video TFT6.2W E6280 Brown;13;Southridge Video;Southridge Video;Brown;$142,24;$279,00;9/5/2005
328;SV Car Video TFT6.2W E6281 Brown;13;Southridge Video;Southridge Video;Brown;$132,05;$259,00;8/9/2005
329;SV Car Video TFT6.2W E6282 Brown;13;Southridge Video;Southridge Video;Brown;$137,14;$269,00;7/5/2005
330;SV Car Video TFT7 M7001 Brown;13;Southridge Video;Southridge Video;Brown;$157,54;$309,00;4/5/2005
331;SV Car Video AM/FM E1000 Brown;13;Southridge Video;Southridge Video;Brown;$101,46;$199,00;2/1/2004
332;SV Car Video AM/FM E1001 Brown;13;Southridge Video;Southridge Video;Brown;$111,65;$219,00;3/1/2005
333;SV Car Video TFT7 M7002 Brown;13;Southridge Video;Southridge Video;Brown;$162,64;$319,00;4/1/2005
334;SV Car Video LCD9.2W X9280 Brown;13;Southridge Video;Southridge Video;Brown;$330,99;$999,00;8/5/2009
335;SV Car Video LCD9.2W X9281 Brown;13;Southridge Video;Southridge Video;Brown;$287,92;$869,00;22/1/2008
336;SV Car Video LCD7W M7082 Brown;13;Southridge Video;Southridge Video;Brown;$321,44;$699,00;8/5/2007
337;SV Car Video LCD7 M7001 Brown;13;Southridge Video;Southridge Video;Brown;$151,30;$329,00;9/5/2007
356;Fabrikam Laptop14.1W M4180 Red;15;Fabrikam, Inc.;Fabrikam;Red;$210,11;$456,90;4/1/2007
357;Fabrikam Laptop14.1 E4101 Red;15;Fabrikam, Inc.;Fabrikam;Red;$168,24;$330,00;5/1/2005
358;Fabrikam Laptop8.9 E8002 Red;15;Fabrikam, Inc.;Fabrikam;Red;$166,20;$326,00;8/3/2004
359;Fabrikam Laptop12 M2002 Red;15;Fabrikam, Inc.;Fabrikam;Red;$187,62;$368,00;9/2/2005
360;Fabrikam Laptop13.3 M3000 Red;15;Fabrikam, Inc.;Fabrikam;Red;$193,74;$380,00;8/2/2006
